,tag,m_count,m_freq,f_count,f_freq
182,open_ADJ,753,0.0005409373949374582,443,0.00044839917445966887
183,open_VERB,688,0.0004942429318950481,582,0.0005890932720892264
184,open_VERB,688,0.0004942429318950481,443,0.00044839917445966887
185,mummy_SUBST,748,0.0005373455131649651,767,0.0007763480063443928
186,wonder_VERB,746,0.0005359087604559678,765,0.0007743236308389316
187,hang_VERB,734,0.0005272882442019845,571,0.0005779592068091894
188,quarter_SUBST,734,0.0005272882442019845,487,0.0004929354355798166
189,short_ADJ,732,0.0005258514914929872,426,0.0004311919826632482
190,afternoon_SUBST,724,0.0005201044806569983,642,0.0006498245372530641
191,long_ADV,724,0.0005201044806569983,678,0.0006862632963513668
192,nobody_PRON,724,0.0005201044806569983,493,0.0004990085620962003
193,age_SUBST,722,0.000518667727948001,696,0.0007044826759005182
194,friend_SUBST,719,0.0005165125988845051,770,0.0007793845696025848
195,save_VERB,719,0.0005165125988845051,438,0.0004433382356960157
196,eleven_ADJ,716,0.0005143574698210094,543,0.0005496179497327319
197,tape_SUBST,714,0.0005129207171120121,891,0.0009018592876829909
198,drive_VERB,709,0.000509328835339519,467,0.00047269168052520397
199,pass_VERB,707,0.0005078920826305218,407,0.0004119604153613662
200,box_SUBST,706,0.0005071737062760232,732,0.0007409214349988208
201,tonight_ADV,705,0.0005064553299215246,829,0.0008391036470136919
202,teacher_SUBST,703,0.0005050185772125273,407,0.0004119604153613662
203,special_ADJ,701,0.0005035818245035301,345,0.00034920477469206715
204,cover_VERB,699,0.0005021450717945328,374,0.0003785582195212554
205,phone_SUBST,699,0.0005021450717945328,646,0.0006538732882639867
206,phone_SUBST,699,0.0005021450717945328,639,0.0006467879739948723
207,pull_VERB,698,0.0005014266954400342,509,0.0005152035661398904
208,mark_SUBST,696,0.0004999899427310371,477,0.0004828135580525103
209,past_PREP,687,0.0004935245555405495,810,0.0008198720797118099
210,rest_SUBST,678,0.00048705916835006195,424,0.00042916760715778693
211,fall_VERB,677,0.0004863407919955633,545,0.0005516423252381931
212,yesterday_ADV,674,0.00048418566293206746,868,0.0008785789693701864
213,class_SUBST,673,0.0004834672865775688,380,0.0003846313460376392
214,david_SUBST,673,0.0004834672865775688,563,0.0005698617047873444
215,ring_VERB,673,0.0004834672865775688,863,0.0008735180306065333
216,fair_ADJ,672,0.0004827489102230702,430,0.00043524073367417067
217,london_SUBST,672,0.0004827489102230702,412,0.00041702135412501935
218,dog_SUBST,670,0.000481312157514073,810,0.0008198720797118099
219,machine_SUBST,670,0.000481312157514073,351,0.00035527790120845094
220,straight_ADV,670,0.000481312157514073,427,0.0004322041704159788
221,usually_ADV,670,0.000481312157514073,565,0.0005718860802928057
222,trouble_SUBST,669,0.0004805937811595744,524,0.0005303863824308499
223,real_ADJ,667,0.00047915702845057715,338,0.0003421194604229528
224,mother_SUBST,666,0.00047843865209607855,970,0.0009818221201487107
225,bear_VERB,665,0.0004777202757415799,357,0.00036135102772483473
226,miss_VERB,662,0.00047556514667808407,505,0.0005111548151289679
227,lots_PRON,660,0.00047412839396908683,422,0.00042714323165232563
228,mine_PRON,653,0.0004690997594875965,864,0.0008745302183592639
229,die_VERB,646,0.0004640711250061062,522,0.0005283620069253886
230,bed_SUBST,645,0.0004633527486516076,1057,0.0010698824546362753
231,picture_SUBST,643,0.00046191599594261036,476,0.0004818013702997796
232,story_SUBST,641,0.0004604792432336131,416,0.0004210701051359419
233,friday_SUBST,629,0.00045185872697962973,696,0.0007044826759005182
234,window_SUBST,628,0.0004511403506251311,605,0.0006123735904020309
235,check_VERB,627,0.0004504219742706325,364,0.00036843634199394915
236,saturday_SUBST,626,0.0004497035979161339,708,0.0007166289289332857
237,wish_VERB,624,0.00044826684520713665,362,0.0003664119664884879
238,eighteen_ADJ,623,0.000447548468852638,377,0.00038159478277944735
239,lady_SUBST,622,0.0004468300924981394,485,0.0004909110600743553
240,yep_INTERJ,622,0.0004468300924981394,379,0.0003836191582849086
241,worth_PREP,619,0.0004446749634346436,346,0.00035021696244479783
242,bill_SUBST,618,0.00044395658708014493,480,0.00048585012131070217
243,holiday_SUBST,617,0.00044323821072564634,511,0.0005172279416453516
244,kid_SUBST,616,0.0004425198343711477,627,0.0006346417209621047
245,quid_SUBST,616,0.0004425198343711477,348,0.0003522413379502591
246,body_SUBST,614,0.00044108308166215045,383,0.0003876679092958311
247,funny_ADJ,614,0.00044108308166215045,836,0.0008461889612828063
248,size_SUBST,614,0.00044108308166215045,371,0.00037552165626306356
249,mrs_SUBST,613,0.00044036470530765186,571,0.0005779592068091894
