water_SUBST,1032
finish_VERB,1026
read_VERB,1026
back_SUBST,1021
hand_SUBST,1017
stay_VERB,1002
few_ADJ,998
hello_INTERJ,994
listen_VERB,973
mr_SUBST,971
mother_SUBST,970
life_SUBST,966
home_SUBST,952
round_PREP,952
look_SUBST,947
tea_SUBST,944
fact_SUBST,942
john_SUBST,937
show_VERB,937
top_SUBST,936
wan_VERB,933
maybe_ADV,926
change_VERB,915
able_ADJ,910
stuff_SUBST,903
forty_ADJ,900
enough_ADV,898
tape_SUBST,891
dear_INTERJ,884
forget_VERB,877
part_SUBST,877
love_VERB,872
yesterday_ADV,868
mine_PRON,864
ring_VERB,863
eh_INTERJ,862
everybody_PRON,862
paper_SUBST,860
before_ADV,851
each_ADJ,844
hope_VERB,837
cut_VERB,836
funny_ADJ,836
wrong_ADJ,834
twelve_ADJ,831
tonight_ADV,829
whatever_PRON,827
idea_SUBST,824
area_SUBST,822
young_ADJ,820
wear_VERB,814
speak_VERB,813
lose_VERB,811
dog_SUBST,810
past_PREP,810
ago_ADV,808
anybody_PRON,808
stand_VERB,801
may_VERB,798
rather_ADV,789
ninety_ADJ,787
question_SUBST,781
other_SUBST,778
such_ADJ,778
friend_SUBST,770
mummy_SUBST,767
case_SUBST,766
moment_SUBST,766
person_SUBST,766
wonder_VERB,765
a_SUBST,762
p_SUBST,761
o'clock_ADV,759
c_SUBST,754
couple_SUBST,748
small_ADJ,742
council_SUBST,736
box_SUBST,732
sometimes_ADV,731
baby_SUBST,729
together_ADV,729
between_PREP,728
head_SUBST,726
only_ADJ,713
bag_SUBST,708
saturday_SUBST,708
family_SUBST,705
kind_SUBST,705
sunday_SUBST,705
card_SUBST,701
foot_SUBST,701
age_SUBST,696
friday_SUBST,696
already_ADV,689
sell_VERB,689
hold_VERB,687
obviously_ADV,687
b_SUBST,681
no_VERB,680
long_ADV,678
believe_VERB,675
spend_VERB,674
around_ADV,670
hair_SUBST,670
bye_INTERJ,663
yourself_PRON,662
meet_VERB,650
high_ADJ,648
phone_SUBST,646
black_ADJ,643
up_PREP,643
afternoon_SUBST,642
daddy_SUBST,640
phone_VERB,639
table_SUBST,636
while_CONJ,636
letter_SUBST,635
easy_ADJ,634
whole_ADJ,634
without_PREP,629
kid_SUBST,627
most_ADJ,626
fine_ADJ,624
colour_SUBST,621
someone_PRON,618
fifteen_ADJ,617
till_PREP,617
down_PREP,616
monday_SUBST,615
somewhere_ADV,615
nearly_ADV,614
supposed_ADJ,607
e_SUBST,606
either_ADV,606
full_ADJ,605
window_SUBST,605
doctor_SUBST,604
absolutely_ADV,602
that_ADV,601
hard_ADJ,600
nineteen_ADJ,600
white_ADJ,596
service_SUBST,595
t_SUBST,595
cold_ADJ,591
group_SUBST,591
party_SUBST,591
piece_SUBST,591
before_PREP,589
dinner_SUBST,589
ready_ADJ,589
understand_VERB,584
sixty_ADJ,583
open_VERB,582
expect_VERB,580
s_SUBST,579
